date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:06	30478/30478	---M-Z	200	added ('OK')	text/html	etag:%22b2bdd9188a37c45ddb780974c613dc13%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/	ocw.mit.edu/ans7870/6/6.005/s16/classes/17-regex-grammars/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:06	53173/53173	---M-Z	200	added ('OK')	text/html	etag:%22c8576b096d35709ede5bdba7c77d31b9%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/20-thread-safety/	ocw.mit.edu/ans7870/6/6.005/s16/classes/20-thread-safety/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:07	28319/28319	---M-Z	200	added ('OK')	text/html	etag:%22a684dcb07f7561bbe8ca60995c1a74ca%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/	ocw.mit.edu/ans7870/6/6.005/s16/classes/22-queues/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:07	46549/46549	---M-Z	200	added ('OK')	text/html	etag:%223ea381e2b1b663078bc68d0c237442ce%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/21-sockets-networking/	ocw.mit.edu/ans7870/6/6.005/s16/classes/21-sockets-networking/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:08	70260/70260	---M-Z	200	added ('OK')	text/html	etag:%2220d7953d097b2de4f8763ac60ee6412c%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/	ocw.mit.edu/ans7870/6/6.005/s16/classes/23-locks/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:08	24343/24343	---M-Z	200	added ('OK')	text/html	etag:%22270c1f25512786c60e35e10aab242679%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/	ocw.mit.edu/ans7870/6/6.005/s16/classes/24-graphical-user-interfaces/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:08	1716/1716	---M-Z	200	added ('OK')	text/css	etag:%22282e94d78ef658b2d3b1094f0b3dfcf4%22	https://ocw.mit.edu/ans7870/6/6.005/s16/web/course-style.css	ocw.mit.edu/ans7870/6/6.005/s16/web/course-style.css	(from https://ocw.mit.edu/ans7870/6/6.005/s16/web/handout-style.css)
18:35:10	40649/40649	---M-Z	200	added ('OK')	text/html	etag:%223f9355be586c5238fd9c51a104c375c8%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/26-little-languages/	ocw.mit.edu/ans7870/6/6.005/s16/classes/26-little-languages/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:10	20038/20038	---M-Z	200	added ('OK')	text/html	etag:%22e2ba4e58c7068402ac07b53252a242bd%22	https://ocw.mit.edu/ans7870/6/6.005/s16/general/	ocw.mit.edu/ans7870/6/6.005/s16/general/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:10	64039/64039	---M-Z	200	added ('OK')	text/html	etag:%2294c5076cb5032d17da672724752bbedf%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/	ocw.mit.edu/ans7870/6/6.005/s16/classes/25-map-filter-reduce/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:10	12530/12530	---M-Z	200	added ('OK')	text/html	etag:%22dc66366eb0130aeca814ed79713289db%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/27-team-version-control/	ocw.mit.edu/ans7870/6/6.005/s16/classes/27-team-version-control/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:10	41035/41035	---M-Z	200	added ('OK')	text/html	etag:%22ac616f7234d77d6a06e73fc490f08b7c%22	https://ocw.mit.edu/ans7870/6/6.005/s16/getting-started/	ocw.mit.edu/ans7870/6/6.005/s16/getting-started/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:10	33509/33509	---M-Z	200	added ('OK')	text/html	etag:%22972b392b416324220539e900451b3201%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps0/	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps0/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:11	21134/21134	---M-Z	200	added ('OK')	text/html	etag:%2287f2af259ec96f3b6fa83e8ac2d347aa%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps1/	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps1/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:12	51886/51886	---M-Z	200	added ('OK')	text/html	etag:%2213509894462d92347d16b1f278aca4c0%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps2/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:12	57603/57603	---M-Z	200	added ('OK')	text/html	etag:%22cda4c8d1db962927328df78d37e77b20%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps4/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:12	43064/43064	---M-Z	200	added ('OK')	text/html	etag:%22f01ec83559042045a7bbf427905b5ba4%22	https://ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/	ocw.mit.edu/ans7870/6/6.005/s16/psets/ps3/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:12	10438/10438	---M--	200	added ('OK')	image/png	etag:%22d1729d7c36b685b19fc3afa97ec133ce%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/primitives.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/primitives.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:13	11306/11306	---M-Z	200	added ('OK')	text/html	etag:%22f078b7e52beb6e6f7e80260298cf339e%22	https://ocw.mit.edu/ans7870/6/6.005/s16/quizzes/archive/	ocw.mit.edu/ans7870/6/6.005/s16/quizzes/archive/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:14	18681/18681	---M-Z	200	added ('OK')	text/html	etag:%22ec83644191b9a1d4ade22453d98adaf2%22	https://ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/	ocw.mit.edu/ans7870/6/6.005/s16/projects/abcplayer/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/)
18:35:14	44752/44752	---M--	200	added ('OK')	image/png	etag:%220984e1482e2905e591a6924e54b78d05%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/objects.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/objects.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:15	34468/34468	---M--	200	added ('OK')	image/png	etag:%222e2c4228d673d9fec24036674e5c999e%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/reassignment.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/reassignment.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:16	22058/22058	---M--	200	added ('OK')	image/png	etag:%22c3bb51dde8aa4712756b9d2889a43a35%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/mutation.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/mutation.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:17	22144/22144	---M--	200	added ('OK')	image/png	etag:%22f1df307de003deefff2670827a0dce34%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/final-reference.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/final-reference.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:18	3891/3891	---M-Z	200	added ('OK')	text/xml	etag:%22e1dc4f6b83cb15a6ec2a0b8aaa15421e%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/collections-list.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/collections-list.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:19	3289/3289	---M-Z	200	added ('OK')	text/xml	etag:%22b83277d5a9018bb2262a1f6d6c301d4b%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/collections-set.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/collections-set.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:20	7509/7509	---M-Z	200	added ('OK')	text/xml	etag:%22a9d29c0d42bf2a63a535f7bb26586c24%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/collections-map.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/collections-map.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:21	299429/299429	---M--	200	added ('OK')	image/png	etag:%2226c231ca9244961635fb9a50a97f6281%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/bufferedreader-1.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/bufferedreader-1.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:23	64752/64752	---M--	200	added ('OK')	image/png	etag:%225b00a0c300bf7c77e99b9aaac5a16cc8%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/bufferedreader-2.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/bufferedreader-2.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:24	207580/207580	---M--	200	added ('OK')	image/png	etag:%22d548b7c734cdcf46441762f28e6f2117%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/bufferedreader-3.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/figures/bufferedreader-3.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/02-basic-java/)
18:35:25	28877/28877	---M--	200	added ('OK')	image/png	etag:%22bebd95c507e983c4947658c2ee949994%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/partition.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/partition.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/)
18:35:25	65215/65215	---M--	200	added ('OK')	image/png	etag:%220f0e93375abe5ce19866369c593e7002%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/multiply-partition.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/multiply-partition.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/)
18:35:26	36518/36518	---M--	200	added ('OK')	image/png	etag:%22fec68cbee145c3fbbad96c5b1a3143d2%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/max-partition.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/max-partition.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/)
18:35:28	209177/209177	---M--	200	added ('OK')	image/png	etag:%22e066db8fc2d22d006824cc08975e3dcb%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/eclemma.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/figures/eclemma.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/03-testing/)
18:35:29	29453/29453	---M--	200	added ('OK')	image/png	etag:%22b17247cca6817c60506ba504e0f29396%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/doc.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/doc.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:30	197561/197561	---M--	200	added ('OK')	image/png	etag:%225647c28b417b48977a480cbdc6186613%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/sourcetree.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/sourcetree.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:31	3392/3392	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2010:35:31%20GMT	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-clone-{index}.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-clone-{index}.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:32	43097/43097	---M--	200	added ('OK')	image/png	etag:%227425b8a7981fc84dbe227d6e43e3fab3%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-clone-0.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-clone-0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:33	51142/51142	---M--	200	added ('OK')	image/png	etag:%22ef5a4005dfe35d04ffcba7fed76b8a41%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-history.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-history.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:35	100425/100425	---M--	200	added ('OK')	image/png	etag:%225bfe680ef2c3630a2dd3a4c057bfeea1%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-history-trees.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-history-trees.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:36	3392/3392	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2010:35:36%20GMT	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-commit-{index}.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-commit-{index}.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:36	31281/31281	---M--	200	added ('OK')	image/png	etag:%22d3786e3a1bf99b42478d23d69fb0154f%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-commit-0.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-commit-0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:37	3392/3392	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2010:35:37%20GMT	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-push-{index}.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-push-{index}.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:39	67499/67499	---M--	200	added ('OK')	image/png	etag:%2230d5034b8eb24d498aabe720f788e1dd%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-push-0.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-push-0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:40	3392/3392	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20Dec%202025%2010:35:40%20GMT	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-merge-{index}.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-merge-{index}.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:42	65574/65574	---M--	200	added ('OK')	image/png	etag:%225dd99dd9dad88d3fbed34928b6af60aa%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-merge-0.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/figures/hello-git-merge-0.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/05-version-control/)
18:35:43	22282/22282	---M-Z	200	added ('OK')	text/html	etag:%229dce3935920ef2fe6c1ed922b1422181%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/06-specifications/exceptions/	ocw.mit.edu/ans7870/6/6.005/s16/classes/06-specifications/exceptions/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/06-specifications/)
18:35:43	36715/36715	---M-Z	200	added ('OK')	text/html	etag:%22de96d8adf40f7c7cc9ea642d133d5fda%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/06-specifications/specs/	ocw.mit.edu/ans7870/6/6.005/s16/classes/06-specifications/specs/index.html	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/06-specifications/)
18:35:43	1072/1072	---M-Z	200	added ('OK')	text/xml	etag:%228835a7730412d6de60b4bb2697a42496%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/figures/space1.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/figures/space1.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/)
18:35:43	1599/1599	---M-Z	200	added ('OK')	text/xml	etag:%222c6786677cc12eb2efd71520c3caf7cf%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/figures/space2.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/figures/space2.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/)
18:35:44	2122/2122	---M-Z	200	added ('OK')	text/xml	etag:%227df043c11c6f943b884e2edd27370535%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/figures/space3.svg	ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/figures/space3.svg	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/07-designing-specs/)
18:35:46	34468/34468	---M--	200	added ('OK')	image/png	etag:%222e2c4228d673d9fec24036674e5c999e%22	https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/reassignment.png	ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/figures/reassignment.png	(from https://ocw.mit.edu/ans7870/6/6.005/s16/classes/09-immutability/)
